ST,INSTRUMENT_ID,QUESTION,ANSWER_ID,ANSWER_TEXT,ESTIMATE_PERCENTAGE,SE
IL,10,How would you describe the current availability of cash on hand for this business?,7,Don't know,12.00%,0.92%
IL,11,"Since March 13, 2020, has this business missed any loan payments?",1,Yes,8.60%,0.99%
IL,11,"Since March 13, 2020, has this business missed any loan payments?",2,No,91.40%,0.99%
IL,12,"Since March 13, 2020, has this business missed any other scheduled payments, not including loans?",1,Yes,21.30%,1.56%
IL,12,"Since March 13, 2020, has this business missed any other scheduled payments, not including loans?",2,No,78.70%,1.56%
IL,13,"Since March 13, 2020, has this business requested financial assistance from any of the following sources?",1,Paycheck Protection Program (PPP),78.80%,1.21%
IL,13,"Since March 13, 2020, has this business requested financial assistance from any of the following sources?",2,Economic Injury Disaster Loans (EIDL),28.30%,1.60%
IL,13,"Since March 13, 2020, has this business requested financial assistance from any of the following sources?",3,SBA loan forgiveness,10.80%,1.17%
IL,13,"Since March 13, 2020, has this business requested financial assistance from any of the following sources?",4,Other Federal programs,2.70%,0.67%
IL,13,"Since March 13, 2020, has this business requested financial assistance from any of the following sources?",5,State or local government,6.00%,0.65%
IL,13,"Since March 13, 2020, has this business requested financial assistance from any of the following sources?",6,Banks,7.20%,0.74%
IL,13,"Since March 13, 2020, has this business requested financial assistance from any of the following sources?",7,Self,11.30%,0.92%
IL,13,"Since March 13, 2020, has this business requested financial assistance from any of the following sources?",8,Family or friends,3.90%,0.32%
IL,13,"Since March 13, 2020, has this business requested financial assistance from any of the following sources?",9,Other,2.90%,0.53%
IL,13,"Since March 13, 2020, has this business requested financial assistance from any of the following sources?",10,This business has not sought financial assistance from any source,15.40%,0.98%
IL,14,"Since March 13,2020, has this business received financial assistance from any of these programs from the federal government?",1,Paycheck Protection Program (PPP),62.90%,1.93%
IL,14,"Since March 13,2020, has this business received financial assistance from any of these programs from the federal government?",2,Economic Injury Disaster Loans (EIDL),12.30%,1.00%
IL,14,"Since March 13,2020, has this business received financial assistance from any of these programs from the federal government?",3,SBA loan forgiveness,5.60%,0.55%
IL,14,"Since March 13,2020, has this business received financial assistance from any of these programs from the federal government?",4,Other Federal programs,1.80%,0.24%
IL,14,"Since March 13,2020, has this business received financial assistance from any of these programs from the federal government?",5,This business has not received financial assistance from any Federal Program,31.30%,1.85%
IL,15,"In your opinion, how much time do you think will pass before this business returns to its usual level of operations?",1,1 month or less,1.80%,0.39%
IL,15,"In your opinion, how much time do you think will pass before this business returns to its usual level of operations?",2,2-3 months,20.90%,1.06%
IL,15,"In your opinion, how much time do you think will pass before this business returns to its usual level of operations?",3,4-6 months,29.50%,1.16%
IL,15,"In your opinion, how much time do you think will pass before this business returns to its usual level of operations?",4,More than 6 months,33.60%,1.73%
IL,15,"In your opinion, how much time do you think will pass before this business returns to its usual level of operations?",5,I do not believe this business will return to it usual level of operations,8.10%,0.68%
IL,15,"In your opinion, how much time do you think will pass before this business returns to its usual level of operations?",6,There has been little or no effect on this business's usual level of operations,6.10%,0.86%
IL,2,"Overall, how has this business been affected by the Coronavirus pandemic?",1,Large negative effect,25.50%,1.65%
IL,2,"Overall, how has this business been affected by the Coronavirus pandemic?",2,Moderate negative effect,43.30%,2.20%
IL,2,"Overall, how has this business been affected by the Coronavirus pandemic?",3,Little or no effect,23.70%,2.14%
IL,2,"Overall, how has this business been affected by the Coronavirus pandemic?",4,Moderate positive effect,6.50%,0.90%
IL,2,"Overall, how has this business been affected by the Coronavirus pandemic?",5,Large positive effect,1.00%,0.26%
IL,3,"In the last month, what were the total operating revenues/sales/receipts for this business, not including any financial assistance or loans?",1,$0 - $500,3.80%,0.73%
IL,3,"In the last month, what were the total operating revenues/sales/receipts for this business, not including any financial assistance or loans?",2,"$501 - $2,500",2.30%,0.62%
IL,3,"In the last month, what were the total operating revenues/sales/receipts for this business, not including any financial assistance or loans?",3,"$2,501 - $5,000",2.70%,0.87%
IL,3,"In the last month, what were the total operating revenues/sales/receipts for this business, not including any financial assistance or loans?",4,"$5,001 - $15,000",10.00%,1.12%
IL,3,"In the last month, what were the total operating revenues/sales/receipts for this business, not including any financial assistance or loans?",5,"$15,001 - $50,000",18.50%,1.12%
IL,3,"In the last month, what were the total operating revenues/sales/receipts for this business, not including any financial assistance or loans?",6,"$50,001 - $125,000",18.20%,1.20%
IL,3,"In the last month, what were the total operating revenues/sales/receipts for this business, not including any financial assistance or loans?",7,"$125,001 - $200,000",10.90%,1.27%
IL,3,"In the last month, what were the total operating revenues/sales/receipts for this business, not including any financial assistance or loans?",8,"$200,001 - $500,000",13.00%,1.41%
IL,3,"In the last month, what were the total operating revenues/sales/receipts for this business, not including any financial assistance or loans?",9,"$500,001 or more",13.20%,1.02%
IL,3,"In the last month, what were the total operating revenues/sales/receipts for this business, not including any financial assistance or loans?",10,Don't know,7.30%,1.19%
